org_name,tractid,FIPS,lat,lon
"ALUME BIOSCIENCES, INC.",06073008201,06073,32.84096,-117.27273
DOHENY EYE INSTITUTE,06037203300,06037,34.06186,-118.20266
"INDIAN HEALTH COUNCIL, INC.",06073019103,06073,33.2529,-117.03687
"OUI THERAPEUTICS, INC",09170141500,09170,41.32705,-72.94038
SOCIETY FOR THE ADV CHICANOS/NATIVE AMER,06087101002,06087,36.97237,-122.02594
RIA TECHNOLOGY MANAGEMENT INC.,06075021500,06075,37.74547,-122.42808
HISPANIC ACCESS FOUNDATION,11001010700,11001,38.90541,-77.03901
"ENDOMET BIOSCIENCES, INC",06037462302,06037,34.14838,-118.12215
AMERICAN SOCIETY FOR MICROBIOLOGY,11001010700,11001,38.90715,-77.03965
"CERESTI HEALTH, INC.",06073019811,06073,33.13301,-117.25031
"BIOXYTECH RETINA, INC.",06081608700,06081,37.52719,-122.28904
231 SHEEP LLC,06037481401,06037,34.07952,-118.10215
"FLEX ORTHOPAEDICS, INC.",06037800328,06037,34.14435,-118.71281
ALLERDIA INC,06037267202,06037,34.04748,-118.43195
HEARTLUNG CORPORATION,06037543503,06037,33.83147,-118.29543
"3D BIOANALYTIX, INC.",06073008351,06073,32.9025,-117.15346
"MEDFREE, INC.",06001441525,06001,37.49324,-121.92628
"TAKEOFF41, INC.",06081613200,06081,37.39685,-122.1965
"IVOS MEDICAL, INC.",06059042338,06059,33.48881,-117.69827
AQUILLIUS CORPORATION,06073017071,06073,33.0214,-117.09432
MAINSQUARE CO,06075031100,06075,37.7322,-122.44014
"DYNAMOID, INC.",53033007502,53033,47.61941,-122.31722
"ISONO HEALTH, INC.",06075060701,06075,37.77913,-122.39206
"MOLECULAR EXPRESS, INC.",06037543305,06037,33.8681,-118.21648
"ABALONE BIO, INC.",06001423300,06001,37.85749,-122.28756
ECLIPSE BIOINNOVATIONS INC,06073008339,06073,32.88809,-117.22238
"SINOPIA BIOSCIENCES, INC.",06073005402,06073,32.71734,-117.16876
"ILLUMINANT SURGICAL, INC.",06085511609,06085,37.43858,-122.15834
METANOIA BIO LLC,06037701000,06037,34.06419,-118.40531
"ALTAY THERAPEUTICS, INC.",06081604102,06081,37.6323,-122.42848
"DREAM FACE TECHNOLOGIES, LLC",08035014115,08035,39.54502,-104.88704
"BINARY GENOMICS, INC.",09170194201,09170,41.29036,-72.63544
MAXWELL BIOMEDICAL INC,06073008346,06073,32.90465,-117.21546
"MANDALMED, INC.",06075061502,06075,37.77956,-122.39304
"WEARABLE ARTIFICIAL ORGANS, INC.",06037700802,06037,34.0669,-118.37592
"VITAKEY, INC.",11001010700,11001,38.90645,-77.03694
"PREDICTABLY HUMAN, INC.",09190030200,09190,41.08035,-73.46711
"AVERY DIGITAL DATA, INC.",06073008305,06073,32.87724,-117.22095
"DFUSION, INC.",06087121200,06087,37.063720000000004,-122.00004
PETRI BIO LLC,06037267300,06037,34.04391,-118.44939
KINETIC RIVER CORPORATION,06085509304,06085,37.41739,-122.09649
"MSTM, LLC",10003013506,10003,39.7662,-75.72645
"TRACE-ABILITY, INC.",06037702201,06037,34.01458,-118.46576
"ONWARD HEALTH, INC",06001433300,06001,37.69766,-122.16504
SAFEBEAT RX INC.,29510119101,29510,38.63698,-90.25909
ORTHO HAUS LLC,08069001905,08069,40.28298,-105.27271
"LINKED SENIOR, INC.",11001010100,11001,38.90218,-77.03241
ABLELINK SMART LIVING TECHNOLOGIES LLC,08041007501,08041,38.98701,-104.72274
"SILICON KIDNEY, LLC",06075030102,06075,37.76138,-122.46174
"EPIGEN BIOSCIENCES, INC.",06073008346,06073,32.89918,-117.19666
NORD BIO INC,10003002800,10003,39.74548,-75.54823
"NEUREXIS THERAPEUTICS, INC.",08001008100,08001,39.74786,-104.84074
"SPIKEGADGETS, LLC",06085504421,06085,37.44843,-121.89378
"LUNA BIOSCIENCE, INC.",09190050100,09190,41.14146,-73.3819
"CIBOTS, INC.",06073017070,06073,33.01738,-117.11731
INPRINT BIO LLC,09110460202,09110,41.72528,-72.80628
MALCOVA INC,06001444602,06001,37.50928,-121.99818
"ALIDA BIOSCIENCES, INC.",06073017034,06073,32.98385,-117.08906
MITOPOWER LLC,06085511000,06085,37.43627,-122.12579
"GREENSTONE BIOSCIENCES, INC.",06085511705,06085,37.40647,-122.15198
"AVANTGEN, INC.",06073008346,06073,32.90323,-117.18899
"CBEZ, LLC",06073017053,06073,33.00113,-117.03699
"APERTURE THERAPEUTICS, INC.",06081610000,06081,37.48319,-122.23931
"RESHAPE LIFESCIENCES, INC.",27123041302,27123,45.02301,-93.20647
RNACONNECT INC,09170184700,09170,41.29636,-72.77195
NEUROINDX INC.,06037573402,06037,33.80813,-118.17144
"GYNION, LLC",09120090600,09120,41.26645,-73.17518
UNIV OF CALIF/DIV/AGRICULTURE/NAT/RESOUR,06001403000,06001,37.80229,-122.27146
"WELLSIM BIOMEDICAL TECHNOLOGIES, INC.",06013356001,06013,38.02104,-122.25932
"VASARYA THERAPEUTICS, INC.",10001041701,10001,39.12124,-75.53385
"ELIMU INFORMATICS, INC.",06073008313,06073,32.84967,-117.23783
QUSPIN,08059060501,08059,39.89962,-105.119
CELLULAR VEHICLES INC.,06081606300,06081,37.56394,-122.32513
"MARK THERAPEUTICS, INC.",25023501101,25023,42.23995,-70.88521
"ZETROZ SYSTEMS, LLC",09120090600,09120,41.26012,-73.17507
PHOTOTHERMAL SPECTROSCOPY CORP.,06083001001,06083,34.41421,-119.6953
"HILLHURST BIOPHARMACEUTICALS, INC.",06037300800,06037,34.20479,-118.2225
ZYMO RESEARCH CORPORATION,06059075516,06059,33.68401,-117.8331
"ASPERO MEDICAL, INC.",08013012511,08013,39.99021,-105.23577
"COGNIFISENSE, INC.",06085508708,06085,37.38947,-121.99219
"URSA ANALYTICS, INC.",08031000303,08031,39.76696,-105.03846
"BIOPEPTIDES, INC.",36103159700,36103,40.93842,-73.09623
ALLYX THERAPEUTICS INC.,09130585100,09130,41.45083,-72.73522
OLIPHA INC,10003002800,10003,39.74854,-75.54767
BRANCHPOINT BIOSCIENCES INC.,06037463700,06037,34.14424,-118.15149
ELEVEN THERAPEUTICS CORP,06073017104,06073,33.05572,-117.24066
"EICOSIS, LLC",06113010609,06113,38.55888,-121.72307
"ONCOARENDI THERAPEUTICS, LLC",09170194201,09170,41.41474,-72.67248
"TRELLIS BIOSCIENCE, INC.",06081611800,06081,37.47701,-122.14263
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,06059063007,06059,33.64222,-117.86305
"QUASAR, INC.",06073008346,06073,32.90421,-117.19742
"FLUOROFINDER, LLC",08014031104,08014,39.92111,-105.11384
"LAZZARO MEDICAL, INC.",08013012101,08013,40.02851,-105.2888
IAS,11001010700,11001,38.90541,-77.03901
"SUPERFLUID DX, INC.",06073008339,06073,32.90049,-117.23675
"AMERICAN SOCIETY OF NEPHROLOGY, INC.",11001010100,11001,38.89999,-77.03432
"GENNEXT TECHNOLOGIES, INC.",06081613600,06081,37.54095,-122.50604
"OMNIOX, INC.",06081608600,06081,37.52036,-122.26287
"NEOCARE INNOVATIONS, INC.",06037701302,06037,34.02884,-118.49847
"ADAPTELLIGENCE, LLC",53075000202,53075,46.74325,-117.18389
"ACURASTEM, INC.",06037195400,06037,34.09536,-118.27508
"DORIAN THERAPEUTICS, INC.",06081609100,06081,37.51177,-122.25741
EINSENCA INC.,10001041300,10001,39.15656,-75.52415
CELLIBRE INC,06073008339,06073,32.89661,-117.22021
REVEL PHARMACEUTICALS INC.,06075022600,06075,37.75879,-122.39096
"EDVOTEK, INC.",11001004802,11001,38.90483,-77.01858
STEADMAN PHILIPPON RESEARCH INSTITUTE,08037000702,08037,39.64288,-106.38085
PEROSPHERE TECHNOLOGIES INC.,09190210800,09190,41.39258,-73.51767
"KOLI, INC.",06085511301,06085,37.43993,-122.15169
WESTERN STATES CANCER RESEARCH NCORP,08031005104,08031,39.68534,-104.93684
VACCINE RESEARCH INSTITUTE OF SAN DIEGO,06073007800,06073,32.80392,-117.21501
"S-3 RESEARCH, LLC",06073008330,06073,32.95114,-117.21346
CLAREMONT GRADUATE UNIVERSITY,06037401901,06037,34.10328,-117.71447
ENVIVO BIO INC,06085511701,06085,37.3876,-122.13426
"IHP THERAPEUTICS, INC.",06075042601,06075,37.7851,-122.48113
"ASTRAEA THERAPEUTICS, LLC",06085507401,06085,37.28754,-122.02613
WESTERN UNIVERSITY OF HEALTH SCIENCES,06037408800,06037,34.05811,-117.74763
EXAVIR THERAPEUTICS INC.,31055007448,31055,41.25875,-96.11063
"PETCOIL, INC.",06085513000,06085,37.42932,-122.15261
CENTIVAX INC,06081602300,06081,37.65573,-122.40318
"INSTANOSIS, INC.",10001042500,10001,38.91498,-75.42611
TERASAKI INSTITUTE FOR BIOMEDICAL INNOVATION,06037267700,06037,34.03525,-118.44538
CATHOLIC UNIVERSITY OF AMERICA,11001009511,11001,38.93283,-76.99786
"TDA RESEARCH, INC.",08059010308,08059,39.79133,-105.13711
HUMBOLDT STATE UNIVERSITY,06023001002,06023,40.87238,-124.0796
"FORTISCIENCE, INC.",10001043300,10001,39.17007,-75.5431
GERONTOLOGICAL SOCIETY OF AMERICA,11001010100,11001,38.90339,-77.02915
"HUMAN GENOME ORGANIZATION INTERNATIONAL, INC.",09110460203,09110,41.72581,-72.836
POPULATION REFERENCE BUREAU,11001004300,11001,38.91785,-77.03535
"US HELPING US, PEOPLE INTO LIVING, INC.",11001003100,11001,38.9351,-77.0244
SCIENTIFIC ANALYSIS CORPORATION,06075017801,06075,37.78082,-122.40005
"BCN BIOSCIENCES, LLC",06037462800,06037,34.1499,-118.10353
"PEACEFULLY, INC.",06037267502,06037,34.03956,-118.45989
UNIVERSITY OF SAN FRANCISCO,06075015701,06075,37.77529,-122.45173
PHINOMICS INC.,06085511302,06085,37.44679,-122.16576
"REELIN THERAPEUTICS, INC.",06073008367,06073,32.96807,-117.15994
X-THERMA INC.,06013392201,06013,37.9829,-122.34108
HARTFORD HOSPITAL,09110500300,09110,41.75412,-72.67985
INTERNATIONAL BROTHERHOOD OF TEAMSTERS,11001005900,11001,38.89505,-77.00996
LIUNA TRAINING AND EDUCATION FUND,09150902500,09150,41.87906,-71.97519
INTERNATIONAL ASSOCIATION FIRE FIGHTERS,11001010800,11001,38.89568,-77.04101
"LYMPHAXIS, INC.",06085509109,06085,37.38728,-122.06435
"AMERICAN ASSOCIATION OF NEUROPATHOLOGISTS, INC.",08005006501,08005,39.61572,-105.01539
FORT LEWIS COLLEGE,08067970800,08067,37.27498,-107.87204
CALIFORNIA STATE UNIVERSITY HAYWARD,06001436500,06001,37.65866,-122.06134
"CHRISTIANA CARE HEALTH SERVICES, INC.",10003002800,10003,39.75104,-75.5499
"PYRAMES, INC.",06085507701,06085,37.32271,-122.05482
"J. CRAIG VENTER INSTITUTE, INC.",24031700838,24031,39.09984,-77.1937
COMMONSPIRIT HEALTH RESEARCH INSTITUTE,08005006864,08005,39.56855,-104.86869
TEZCAT LABORATORIES LLC,36061005400,36061,40.73777,-73.9934
"QUADRIGA BIOSCIENCES, INC.",06085509106,06085,37.37361,-122.05327
"SCIENCE COMMUNICATION LAB, INC.",06075047600,06075,37.77661,-122.47456
"CYTORUM, INC.",06085509201,06085,37.40883,-122.07227
TENDEL THERAPIES INC.,06013392000,06013,37.90566,-122.27398
"VONA ONCOLOGY, LLC",08001009409,08001,39.88927,-105.03827
BACSTITCH DNA INC.,06085510500,06085,37.40075,-122.11706
NIGHTINGALE LABS CORPORATION,06073008373,06073,32.93624,-117.22479
"PURACATH MEDICAL, INC.",06085509404,06085,37.40659,-122.10895
SOUTHERN CALIFORNIA INST FOR RES/EDUC,06037578100,06037,33.77541,-118.11893
UNIVERSITY OF THE DISTRICT OF COLUMBIA,11001001200,11001,38.94444,-77.06433
APPA HEALTH INC,06001404200,06001,37.8377,-122.22204
"NEUROPTICS, INC.",06059062610,06059,33.67924,-117.8516
"ENSPECTRA HEALTH, INC.",06081612500,06081,37.45759,-122.18017999999999
"KINTARA THERAPEUTICS, INC.",06081610602,06081,37.47688,-122.1975
TECH MUSEUM OF INNOVATION,06085500800,06085,37.33148,-121.89018
SCRIPPS COLLEGE,06037401901,06037,34.10311,-117.71141
"MODALITY.AI , INC",06075030900,06075,37.72205,-122.47032
DOMINICAN UNIVERSITY,06041110100,06041,37.97968,-122.51279
SAN FRANCISCO DEPARTMENT OF PUBLIC HEALTH,06075012405,06075,37.77813,-122.41865
STELLARTECH RESEARCH CORPORATION,06085505006,06085,37.40387,-121.91352
"VERISKIN, INC.",06073008328,06073,32.96086,-117.21508
NEUROSANT THERAPEUTICS LLC,06073020039,06073,33.15734,-117.19111
"CALIFORNIA STATE UNIV,  MONTEREY BAY",06053014104,06053,36.65167,-121.80172
"ARISAN THERAPEUTICS, INC.",06073008339,06073,32.90564,-117.22727
GREATER LOS ANGELES VETERANS RESEARCH AND EDUCATION FOUNDATION,06037980017,06037,34.05486,-118.45377
APPLIED BIOMEDICAL SCIENCE INSTITUTE,06073008368,06073,32.96126,-117.15184000000001
CELLARCUS BIOSCIENCES INC,06073008102,06073,32.81717,-117.26862
"VULINTUS, LLC",48085031336,48085,32.99316,-96.58853
MEDLUIDICS LLC,06067007801,06067,38.62985,-121.32409
"SPINOGENIX, INC.",06059042111,06059,33.46149,-117.63747
AMERICAN PSYCHOLOGICAL ASSOCIATION,11001010603,11001,38.89984,-77.00754
ENDOCRINE SOCIETY,11001010700,11001,38.90411,-77.04616
UNIVERSITY OF HARTFORD,09110497300,09110,41.79337,-72.71626
AMERICAN MEDICAL INFORMATICS ASSN,24031704804,24031,38.9832,-77.0947
SONOMA STATE UNIVERSITY,06097151305,06097,38.34393,-122.69989
AMERICAN ACADEMY-CHILD/ADOLESCENT PSYCH,11001000600,11001,38.93794,-77.07376
"BOLDER BIOTECHNOLOGY, INC.",08013013006,08013,39.96642,-105.1542
"ENABLE BIOSCIENCES, INC.",06081613000,06081,37.42241,-122.20091
"INOVODEL, INC.",10005051204,10005,38.51912,-75.05834
"NEUROPACE, INC.",06085509109,06085,37.38874,-122.04888
NEUROENE THERAPEUTICS INC,45019004621,45019,32.81905,-79.87841
"ADVANCED BRAIN MONITORING, INC.",06073022101,06073,33.13406,-117.27854
"LARIX BIOSCIENCE, LLC",06085504602,06085,37.41098,-122.02221
CHILDREN'S HOSPITAL OF ORANGE COUNTY,06059076001,06059,33.78098,-117.8672
NEURANO BIOSCIENCE,06073017702,06073,33.06217,-117.29748
"ARIMA GENOMICS, INC.",06073008350,06073,32.88746,-117.18293
"STRESS THERAPEUTICS, INC.",06073006900,06073,32.73791,-117.22502
"SCIOGEN, LLC",06085510200,06085,37.37803,-122.09517
CELESTIAL ONCOLOGY INC.,06037701801,06037,34.03111,-118.46688
AMERICAN PSYCHIATRIC ASSOC FOUNDATION,51013101704,51013,38.89411,-77.06917
"MAX BIOPHARMA, INC.",06037264102,06037,34.05736,-118.46764
MODIFI BIOSCIENCES INC,09190050200,09190,41.14207,-73.35985
"BIOAMP DIAGNOSTICS, INC.",06087122205,06087,36.96799,-121.89776
"THERANOSTEC, INC.",06067009635,06067,38.39743,-121.46876
BIOCORRX PHARMACEUTICALS INC,06059076104,06059,33.79572,-117.88235
AMERICAN PUBLIC HEALTH ASSOCIATION,11001004802,11001,38.90664,-77.01658
"AEROSOL DYNAMICS, INC.",06001422000,06001,37.85583,-122.29099
"ACTIVE MOTIF, INC.",06073022101,06073,33.1235,-117.28959
INSTITUTE FOR MOLECULAR MEDICINE,06059099410,06059,33.72518,-118.00031
MYRIAD ADVANCED TECHNOLOGIES LLC,06059032022,06059,33.55512,-117.66653
"INDELIBLE LEARNING, INC.",06037670328,06037,33.78041,-118.40808
AURICLE HEALTH INC,06001400500,06001,37.84541,-122.26552
TRIFOIL IMAGING,06037113303,06037,34.24194,-118.58863
"MERCATOR MEDSYSTEMS, INC.",06001425101,06001,37.83727,-122.30129
"NEUCYTE, INC.",06085510803,06085,37.41763,-122.12103
"BETTER BRAINS, INC",06073020214,06073,33.1223,-117.07995
ORPHAGEN PHARMACEUTICALS,06073008339,06073,32.91171,-117.23204
"MOLECULAR INSTRUMENTS, INC.",06037181400,06037,34.1376,-118.21467
FLUID DISCOVERY INC,06081601000,06081,37.66722,-122.48944
"TEGA THERAPEUTICS, INC.",06073008350,06073,32.88617,-117.16448
"GENERAL ENGINEERING AND RESEARCH, LLC",06073008339,06073,32.89523,-117.21903
"CELLDOM, INC.",37063002015,37063,35.96456,-78.94053
CELLERGY PHARMA,10003011700,10003,39.77265,-75.57408
"REVMEDICA, INC.",09130585100,09130,41.49215,-72.67921
"SANSIMEON, INC",06001441402,06001,37.58456,-122.0428
"ABTERRA BIOSCIENCES, INC.",06073007800,06073,32.80392,-117.21501
"AMELIA TECHNOLOGIES, LLC",24031700903,24031,39.10048,-77.13381
"ACTIVE LIFE SCIENTIFIC, INC.",06083003001,06083,34.43217,-119.8191
"PANORAMA RESEARCH, INC.",06085504602,06085,37.41098,-122.02221
"PHENOMIX SCIENCES, LLC",27109001201,27109,44.0054,-92.49896
MOBIUS SCIENTIFIC INC.,11001010300,11001,38.97702,-77.03252
"PARMEDICS, INC.",06013354002,06013,37.89739,-122.18385
"VOXEL HEALTHCARE, LLC",53033005306,53033,47.66271,-122.3156
MOSAIC ENGINEERING LLC,06013383000,06013,37.90587,-122.31346
VERSAPEUTICS INC,06073021502,06073,32.94422,-117.18516
"HALO BIOSCIENCES, INC.",10001043300,10001,39.17007,-75.5431
"INVIZYNE TECHNOLOGIES, INC.",06037702801,06037,34.01369,-118.40851
RHINO THERAPEUTICS INC,10003002800,10003,39.74854,-75.54767
"AETON THERAPEUTICS, INC.",06081605200,06081,37.58456,-122.37102
TRIO PHARMACEUTICALS INC.,06065049800,06065,33.53282,-117.18029
RNA THERAPEUTICS INC.,10003016613,10003,39.45579,-75.71781
"MABSWITCH, INC.",06037127220,06037,34.20128,-118.45116
WEATHERWAX BIOTECHNOLOGIES CORPORATION,06075022600,06075,37.75879,-122.39096
SHARP MEMORIAL HOSPITAL,06073008702,06073,32.79858,-117.15462
ANTLIA BIOSCIENCE INC,06073017601,06073,33.07174,-117.29764
"GLAX, LLC",10003001200,10003,39.7582,-75.56197
"AIVOCODE, LLP",06073017106,06073,33.03452,-117.23864
CONNECTICUT AGRICULTURAL EXPERIMENT STA,09170141800,09170,41.33098,-72.91884
"VITALEX BIOSCIENCES, LLC",06059052431,06059,33.70094,-117.7564
"SCARLESS LABORATORIES, INC.",06037700801,06037,34.06829,-118.39004
"CURATIX, LLC",09170361401,09170,41.30725,-72.93296
"ENUMERIX, INC.",06085510801,06085,37.42095,-122.10353
HOMESRENEWED VENTURES LLC,11001001004,11001,38.94818,-77.08082
"CORNOVUS PHARMACEUTICALS, INC.",09170141800,09170,41.32258,-72.91923
"THETIS PHARMACEUTICALS, LLC",09120060600,09120,41.13811,-73.2859
AG BELL ASSN FOR DEAF & HARD OF HEARING,11001000202,11001,38.90987,-77.06881
"Q-CHEM, INC.",06001450603,06001,37.69778,-121.90816
"QUERCUS MOLECULAR DESIGN, LLC",10003002800,10003,39.74854,-75.54767
SMITHSONIAN INSTITUTION,51013103404,51013,38.85567,-77.04866
INVENIO IMAGING INC.,06081611800,06081,37.47872,-122.14053
"NEW ENGLAND RESEARCH INSTITUTES, INC.",25017370104,25017,42.3661,-71.20674
PALO ALTO UNIVERSITY,06085511707,06085,37.3822,-122.18741
"CARI HEALTH, INC.",06073008374,06073,32.92538,-117.21654
CALIFORNIA STATE UNIVERSITY BAKERSFIELD AUXILIARY FOR SPONSORED PROGRAMS ADMINISTRATION,06029002806,06029,35.35426,-119.10759
UNIVERSITY OF NEW HAVEN,09170361500,09170,41.29114,-72.96116
"OMVAX, INC.",06075060701,06075,37.76698,-122.39367
"FERROLOGIX, INC.",06037264305,06037,34.04922,-118.46886
"TECHIMMUNE, LLC",06059063008,06059,33.60985,-117.87505
"ISCA TECHNOLOGIES, INC.",06065042300,06065,34.0112,-117.3387
RADY PEDIATRIC GENOMICS & SYSTEMS MEDICINE INSTITUTE,06073008702,06073,32.79849,-117.15215
"MIRESOURCE, INC.",06081613400,06081,37.4108,-122.26022
POSIT SCIENCE CORPORATION,06075011700,06075,37.78751,-122.4047
LOMA LINDA VETERANS ASSN RESEARCH & EDUC,06071008100,06071,34.0522,-117.19241
"SIOLTA THERAPEUTICS, INC.",06075022600,06075,37.75879,-122.39096
TOURO UNIVERSITY OF CALIFORNIA,06095250801,06095,38.10262,-122.27569
HANDL HEALTH LLC,06037554512,06037,33.87901,-118.05386
COASTAL MARINE BIOLABS,06111002500,06111,34.24058,-119.26411
HELLO ROBOT INC,06013316000,06013,38.01694,-122.13497
"COHERE-MED, INC.",06081605300,06081,37.58247,-122.36812
"ELLISON INSTITUTE, LLC",06037267600,06037,34.03064,-118.45622
UNIVERSITY OF GEORGIA,13059000401,13059,33.93117,-83.37887
UNIVERSITY OF FLORIDA,12001000902,12001,29.64344,-82.34964
EMORY UNIVERSITY,13089022404,13089,33.79125,-84.3249
NORTHWESTERN UNIVERSITY AT CHICAGO,17031808702,17031,42.05048,-87.68005
PURDUE UNIVERSITY,18157005500,18157,40.41872,-86.91036
UNIVERSITY OF CHICAGO,17031836200,17031,41.78955,-87.60117
UNIVERSITY OF IOWA,19103002300,19103,41.66441,-91.54215
NORTHWESTERN UNIVERSITY,17031808702,17031,42.05048,-87.68005
UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,12086007503,12086,25.71347,-80.27725
AUGUSTA UNIVERSITY,13245011000,13245,33.47096,-81.9914
UNIVERSITY OF HAWAII AT MANOA,15003002701,15003,21.2992,-157.82037
TRUSTEES OF INDIANA UNIVERSITY,18105001600,18105,39.17206,-86.52316
FLORIDA ATLANTIC UNIVERSITY,12099007100,12099,26.37626,-80.11417
NATIONAL OPINION RESEARCH CENTER,17031420300,17031,41.78587,-87.59754
NORTHSIDE HOSPITAL ATLANTA,13121010115,13121,33.90934,-84.35398
INDIANA UNIVERSITY INDIANAPOLIS,18097391001,18097,39.77921,-86.17529
UNIVERSITY OF ILLINOIS AT CHICAGO,17031838200,17031,41.87151,-87.66772
"LECTENZ BIO, INC.",13059150400,13059,33.92754,-83.36872
RUSH UNIVERSITY MEDICAL CENTER,17031838100,17031,41.87506,-87.66833
IOWA STATE UNIVERSITY,19169001101,19169,42.02222,-93.63948
"EXVADE BIOSCIENCE, INC.",13121002100,13121,33.76423,-84.39529
H. LEE MOFFITT CANCER CTR & RES INST,12057010900,12057,28.06258,-82.4196
PALMER COLLEGE OF CHIROPRACTIC,19163010600,19163,41.52938,-90.57483
UNIVERSITY OF NOTRE DAME,18141011203,18141,41.6939,-86.23928
ILLINOIS INSTITUTE OF TECHNOLOGY,17031842000,17031,41.83106,-87.62905
"HEALTH CHOICE NETWORK, INC.",12086009010,12086,25.78484,-80.34186
URBAN HEALTH PARTNERSHIPS,12086006715,12086,25.75816,-80.19932
WAIANAE COAST COMPREHENSIVE HEALTH CTR,15003009705,15003,21.44028,-158.18638
NORTHERN ILLINOIS UNIVERSITY,17037001300,17037,41.92933,-88.75076
UNIVERSITY OF MIAMI CORAL GABLES,12086007503,12086,25.71347,-80.27725
FLORIDA STATE UNIVERSITY,12073001300,12073,30.44146,-84.29789
KENNESAW STATE UNIVERSITY,13067030247,13067,34.03432,-84.57428
UNIVERSITY OF SOUTH FLORIDA,12057010900,12057,28.07404,-82.39596
NOVA SOUTHEASTERN UNIVERSITY,12011070204,12011,26.07761,-80.24256
TRITONX INC.,17031031000,17031,41.97272,-87.67239
"MAPHABIT, INC.",13089022203,13089,33.78779,-84.28825
LOYOLA UNIVERSITY CHICAGO,17031816100,17031,41.86516,-87.83338
UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,17019005300,17019,40.11686,-88.22876
ASIAN HEALTH COALITION OF ILLINOIS,17031839100,17031,41.8833,-87.63335
MEDITRACE LLC,12001002202,12001,29.65269,-82.49224
FLORIDA INTERNATIONAL UNIVERSITY,12086008904,12086,25.76105,-80.3762
NYTRICX INC.,13059150400,13059,33.93043,-83.36603
"KASA BIO, L.L.C.",13121011428,13121,34.03301,-84.28972
GEORGIA INSTITUTE OF TECHNOLOGY,13121000601,13121,33.7819,-84.40401
ALLIANCE NCTN FOUNDATION,17031839100,17031,41.87972,-87.63641
UNIVERSITY OF MIAMI ROSENTEIL SCHOOL,12086980400,12086,25.73224,-80.16297
UNIVERSITY OF IDAHO,16057005102,16057,46.73029,-116.99685
"CHESTNUT HEALTH SYSTEMS, INC.",17113000302,17113,40.48722,-89.02166
UNIVERSITY OF CENTRAL FLORIDA,12095016515,12095,28.60103,-81.19727
MAYO CLINIC  JACKSONVILLE,12031014422,12031,30.2647,-81.44479
ROSALIND FRANKLIN UNIV OF MEDICINE & SCI,17097863004,17097,42.30229,-87.86138
MOREHOUSE SCHOOL OF MEDICINE,13121003800,13121,33.74661,-84.41478
ENDEAVOR HEALTH CLINICAL OPERATIONS,17031808800,17031,42.0647,-87.68987
LOYOLA UNIVERSITY OF CHICAGO,17031081201,17031,41.89738,-87.62424
GEORGIA STATE UNIVERSITY,13121011901,13121,33.75353,-84.38448
"THYREOS, INC",17031812400,17031,41.89471,-87.78689
REHABILITATION INSTITUTE OF CHICAGO D/B/A SHIRLEY RYAN ABILITYLAB,17031081401,17031,41.89574,-87.61854
NORTHEASTERN ILLINOIS UNIVERSITY,17031831800,17031,41.98245,-87.71624
SOUTHERN ILLINOIS UNIVERSITY CARBONDALE,17077010800,17077,37.72841,-89.22295
FLORIDA AGRICULTURAL AND MECHANICAL UNIV,12073000400,12073,30.42891,-84.28977
LURIE CHILDREN'S HOSPITAL OF CHICAGO,17031081401,17031,41.89666,-87.62292
ILLINOIS STATE UNIVERSITY,17113000108,17113,40.51729,-88.99916
"CARING TECHNOLOGIES, INC.",16001000102,16001,43.61403,-116.19897
ADVENTHEALTH ORLANDO,12095012800,12095,28.57325,-81.36974
AMPLIFIED SCIENCES INC,18157005101,18157,40.46544,-86.92855
SOUTHERN ILLINOIS UNIVERSITY SCH OF MED,17167000300,17167,39.80976,-89.65747
"TURNER SCIENTIFIC, LLC",17137952000,17137,39.71884,-90.24132
"NALU SCIENTIFIC, LLC",15003002900,15003,21.30829,-157.8087
