org_name.nih,org_city.nih,org_state.nih,lat.nih,lon.nih,org_name.nsf,org_city.nsf,org_state.nsf,lat.nsf,lon.nsf,org_name,org_city,org_state,lat,lon
NA,NA,NA,NA,NA,Utah State University,Logan,UT,41.74215,-111.8082,Utah State University,Logan,UT,41.74215,-111.8082
Van Andel Research Institute,Grand Rapids,MI,42.96939,-85.6664,NA,NA,NA,NA,NA,Van Andel Research Institute,Grand Rapids,MI,42.96939,-85.6664
Vanderbilt University,Nashville,TN,36.14338,-86.80336,Vanderbilt University,Nashville,TN,36.14378,-86.801,Vanderbilt University,Nashville,TN,36.14378,-86.801
Vanderbilt University,Nashville,TN,36.14378,-86.801,Vanderbilt University,Nashville,TN,36.14378,-86.801,Vanderbilt University,Nashville,TN,36.14378,-86.801
NA,NA,NA,NA,NA,Villanova University,Villanova,PA,40.03657,-75.34578,Villanova University,Villanova,PA,40.03657,-75.34578
Virginia Commonwealth University,Richmond,VA,37.54981,-77.45278,Virginia Commonwealth University,Richmond,VA,37.54981,-77.45278,Virginia Commonwealth University,Richmond,VA,37.54981,-77.45278
Virginia Polytechnic Institute and St Univ,Blacksburg,VA,37.23306,-80.421,Virginia Polytechnic Institute and State University,Blacksburg,VA,37.23333,-80.42092,Virginia Polytechnic Institute and State University,Blacksburg,VA,37.23306,-80.421
NA,NA,NA,NA,NA,Virginia State University,Petersburg,VA,37.23646,-77.41988,Virginia State University,Petersburg,VA,37.23646,-77.41988
NA,NA,NA,NA,NA,WEPAN Inc.,Washington,DC,38.90702,-77.04294,WEPAN Inc.,Washington,DC,38.90702,-77.04294
WETA TV 26,Arlington,VA,38.84087,-77.08649,NA,NA,NA,NA,NA,WETA TV 26,Arlington,VA,38.84087,-77.08649
NA,NA,NA,NA,NA,WNET,New York,NY,40.76143,-73.98651,WNET,New York,NY,40.76143,-73.98651
Wadsworth Center,Menands,NY,42.64589,-73.79766,NA,NA,NA,NA,NA,Wadsworth Center,Menands,NY,42.64589,-73.79766
Wake Forest University Health Sciences,Winston-Salem,NC,36.0594,-80.32198,NA,NA,NA,NA,NA,Wake Forest University Health Sciences,Winston-Salem,NC,36.0594,-80.32198
Washington State University,Pullman,WA,46.72889,-117.15574,Washington State University,Pullman,WA,46.72889,-117.15574,Washington State University,Pullman,WA,46.72889,-117.15574
Washington University,Saint Louis,MO,38.66437,-90.3238,Washington University,Saint Louis,MO,38.66437,-90.3238,Washington University,Saint Louis,MO,38.66437,-90.3238
Wayne State University,Detroit,MI,42.35747,-83.06529,Wayne State University,Detroit,MI,42.35747,-83.06529,Wayne State University,Detroit,MI,42.35747,-83.06529
NA,NA,NA,NA,NA,Weber State University,Ogden,UT,41.19325,-111.94606,Weber State University,Ogden,UT,41.19325,-111.94606
Weill Medical College of Cornell University,New York,NY,40.7607,-73.9603,NA,NA,NA,NA,NA,Weill Medical College of Cornell University,New York,NY,40.7607,-73.9603
NA,NA,NA,NA,NA,West Chester University of Pennsylvania,West Chester,PA,39.95112,-75.59055,West Chester University of Pennsylvania,West Chester,PA,39.95112,-75.59055
NA,NA,NA,NA,NA,West Hills Community College,Coalinga,CA,36.15328,-120.35115,West Hills Community College,Coalinga,CA,36.15328,-120.35115
NA,NA,NA,NA,NA,West Texas A&M University,Canyon,TX,34.98169,-101.91603,West Texas A&M University,Canyon,TX,34.98169,-101.91603
NA,NA,NA,NA,NA,West Virginia University Research Corporation,Morgantown,WV,39.65705,-79.95526,West Virginia University Research Corporation,Morgantown,WV,39.65705,-79.95526
NA,NA,NA,NA,NA,WestEd,San Francisco,CA,37.78221,-122.39856,WestEd,San Francisco,CA,37.78221,-122.39856
"Westat, Inc.",Bethesda,MD,39.09463,-77.18145,NA,NA,NA,NA,NA,"Westat, Inc.",Bethesda,MD,39.09463,-77.18145
Western Kentucky University,Bowling Green,KY,36.9868,-86.45538,Western Kentucky University,Bowling Green,KY,36.9868,-86.45538,Western Kentucky University,Bowling Green,KY,36.9868,-86.45538
NA,NA,NA,NA,NA,Western Michigan University,Kalamazoo,MI,42.28595,-85.61194,Western Michigan University,Kalamazoo,MI,42.28595,-85.61194
NA,NA,NA,NA,NA,Western Washington University,Bellingham,WA,48.73463,-122.48968,Western Washington University,Bellingham,WA,48.73463,-122.48968
"Whitman-Walker Institute, Inc.",Washington,DC,38.9127,-77.03142,NA,NA,NA,NA,NA,"Whitman-Walker Institute, Inc.",Washington,DC,38.9127,-77.03142
NA,NA,NA,NA,NA,Wichita State University,Wichita,KS,37.71706,-97.29681,Wichita State University,Wichita,KS,37.71706,-97.29681
NA,NA,NA,NA,NA,William Marsh Rice University,Houston,TX,29.72013,-95.40182,William Marsh Rice University,Houston,TX,29.72013,-95.40182
Winifred Masterson Burke Medical Research Institute,White Plains,NY,41.01658,-73.75221,NA,NA,NA,NA,NA,Winifred Masterson Burke Medical Research Institute,White Plains,NY,41.01658,-73.75221
NA,NA,NA,NA,NA,Winston-Salem State University,Winston Salem,NC,36.08983,-80.22504,Winston-Salem State University,Winston Salem,NC,36.08983,-80.22504
Wistar Institute,Philadelphia,PA,39.95129,-75.19577,NA,NA,NA,NA,NA,Wistar Institute,Philadelphia,PA,39.95129,-75.19577
NA,NA,NA,NA,NA,"Woodwell Climate Research Center, Inc..",Falmouth,MA,41.54952,-70.64343,"Woodwell Climate Research Center, Inc.",Falmouth,MA,41.54952,-70.64343
Xavier University of Louisiana,New Orleans,LA,29.96429,-90.10747,Xavier University of Louisiana,New Orleans,LA,29.96429,-90.10747,Xavier University of Louisiana,New Orleans,LA,29.96429,-90.10747
NA,NA,NA,NA,NA,Yakima Valley Community College,Yakima,WA,46.58464,-120.5301,Yakima Valley Community College,Yakima,WA,46.58464,-120.5301
Yale University,New Haven,CT,41.31092,-72.92643,Yale University,New Haven,CT,41.31092,-72.92643,Yale University,New Haven,CT,41.31092,-72.92643
NA,NA,NA,NA,NA,"Young People's Project, Inc..",Cambridge,MA,42.36591,-71.10204,"Young People's Project, Inc.",Cambridge,MA,42.36591,-71.10204
NA,NA,NA,NA,NA,Ziker Enterprises LLC,San Jose,CA,37.28281,-121.87853,Ziker Enterprises LLC,San Jose,CA,37.28281,-121.87853
University of Puerto Rico Medical Sciences,San Juan,PR,18.41048,-66.06561,University of Puerto Rico Medical Sciences Campus,San Juan,PR,18.44991,-66.06035,University of Puerto Rico Medical Sciences,San Juan,PR,18.41048,-66.06561
University of Puerto Rico Rio Piedras,San Juan,PR,18.40983,-66.06296,University of Puerto Rico-Rio Piedras,San Juan,PR,18.43272,-66.05956,University of Puerto Rico Rio Piedras,San Juan,PR,18.40983,-66.06296
University of the Virgin Islands,St. Thomas,VI,18.3419,-64.9307,University of the Virgin Islands,Charlotte Amalie,VI,18.338531,-64.9563665,University of the Virgin Islands,Charlotte Amalie,VI,18.3419,-64.9307
Ponce School of Medicine,Ponce,PR,18.01462,-66.61475,NA,NA,NA,NA,NA,Ponce School of Medicine,Ponce,PR,18.01462,-66.61475
Grupo Nexos Inc.,San Juan,PR,18.42056,-66.05387,NA,NA,NA,NA,NA,Grupo Nexos Inc.,San Juan,PR,18.42056,-66.05387
University of Puerto Rico Comprehensive Cancer Center,San Juan,PR,18.38881,-66.0733,NA,NA,NA,NA,NA,University of Puerto Rico Comprehensive Cancer Center,San Juan,PR,18.38881,-66.0733
University of Puerto Rico at Humacao,Humacao,PR,18.1545,-65.82076,NA,NA,NA,NA,NA,University of Puerto Rico Humacao,Humacao,PR,18.1545,-65.82076
NA,NA,NA,NA,NA,University of Puerto Rico-Arecibo Campus,Arecibo,PR,18.46416,-66.75135,University of Puerto Rico Arecibo,Arecibo,PR,18.46416,-66.75135
NA,NA,NA,NA,NA,University of Puerto Rico at Carolina,Carolina,PR,18.3924754,-65.9901728,University of Puerto Rico Carolina,Carolina,PR,18.3924754,-65.9901728
NA,NA,NA,NA,NA,University of Guam,Mangilao,GU,13.43389,144.80492,University of Guam,Mangilao,GU,13.43389,144.80492
University of Puerto Rico,Cayey,PR,18.11828,-66.16103,NA,NA,NA,NA,NA,University of Puerto Rico Cayey,Cayey,PR,18.11828,-66.16103
NA,NA,NA,NA,NA,University of Puerto Rico,San Juan,PR,18.4402449,-66.0560077,University of Puerto Rico Rio Piedras,San Juan,PR,18.40983,-66.06296
NA,NA,NA,NA,NA,University of Puerto Rico Mayaguez,Mayaguez,PR,18.2086,-67.14001,University of Puerto Rico Mayaguez,Mayaguez,PR,18.2086,-67.14001
