FIPS,state,county,pop_2024
56029,Wyoming,Park County,31082
56031,Wyoming,Platte County,8512
56033,Wyoming,Sheridan County,32978
56035,Wyoming,Sublette County,8965
56037,Wyoming,Sweetwater County,41273
56039,Wyoming,Teton County,23272
56041,Wyoming,Uinta County,20621
56043,Wyoming,Washakie County,7662
56045,Wyoming,Weston County,6866
09003,Connecticut,Hartford County,
09005,Connecticut,Litchfield County,
09007,Connecticut,Middlesex County,
09009,Connecticut,New Haven County,
09011,Connecticut,New London County,
09013,Connecticut,Tolland County,
09015,Connecticut,Windham County,
